Date,Open,High,Low,Close,Adj Close,Volume,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2012-08-13,22.149999618530273,22.450000762939453,21.399999618530273,21.600000381469727,21.600000381469727,24973100,23.292181,17.729999542236328,-3.8700008392333984,0.0
2012-08-22,19.360000610351562,19.530000686645508,18.959999084472656,19.440000534057617,19.440000534057617,49892200,19.576445,20.709999084472656,1.269998550415039,0.0
2012-08-24,19.520000457763672,19.68000030517578,19.25,19.40999984741211,19.40999984741211,29622200,21.536503,21.520000457763672,2.1100006103515625,0.0
2012-09-10,19.059999465942383,19.200000762939453,18.549999237060547,18.809999465942383,18.809999465942383,24797800,20.25736,21.989999771118164,3.1800003051757812,0.0
2012-09-12,20.760000228881836,21.15999984741211,20.280000686645508,20.93000030517578,20.93000030517578,121584000,20.344898,21.829999923706055,0.0,-0.8999996185302734
2012-09-13,20.959999084472656,21.479999542236328,20.610000610351562,20.709999084472656,20.709999084472656,65041600,20.674385,21.950000762939453,0.0,-1.2400016784667969
2012-09-17,22.670000076293945,22.75,21.5,21.520000457763672,21.520000457763672,50667600,22.430878,20.399999618530273,-1.1200008392333984,0.0
2012-10-01,22.079999923706055,22.59000015258789,21.729999542236328,21.989999771118164,21.989999771118164,51262700,22.693419,19.31999969482422,-2.6700000762939453,0.0
2012-10-03,22.299999237060547,22.489999771118164,21.799999237060547,21.829999923706055,21.829999923706055,32000100,23.68199,23.229999542236328,1.3999996185302734,0.0
2012-10-09,20.389999389648438,20.549999237060547,19.969999313354492,20.229999542236328,20.229999542236328,27161800,23.088745,21.209999084472656,0.9799995422363281,0.0
2012-10-10,19.93000030517578,19.940000534057617,19.450000762939453,19.639999389648438,19.639999389648438,39321800,22.463135,21.18000030517578,1.5400009155273438,0.0
2012-10-19,19.0,19.059999465942383,18.799999237060547,19.0,19.0,34835000,20.372072,19.860000610351562,0.8600006103515625,0.0
2012-11-14,20.100000381469727,22.5,19.93000030517578,22.360000610351562,22.360000610351562,229751000,19.104134,26.969999313354496,0.0,-4.609998703002933
2012-11-15,22.34000015258789,22.5,21.649999618530273,22.170000076293945,22.170000076293945,78857700,19.178402,27.489999771118164,0.0,-5.319999694824219
2012-12-14,28.18000030517578,28.329999923706055,26.760000228881836,26.809999465942383,26.809999465942383,91631600,29.43252,29.059999465942383,2.25,0.0
2012-12-20,27.489999771118164,27.600000381469727,27.1299991607666,27.360000610351562,27.360000610351562,35574800,29.30963,30.950000762939453,3.5900001525878906,0.0
2012-12-26,27.030000686645508,27.18000030517578,26.3799991607666,26.510000228881836,26.510000228881836,33175400,29.333595,30.139999389648438,3.6299991607666016,0.0
2012-12-27,26.549999237060547,26.799999237060547,25.520000457763672,26.049999237060547,26.049999237060547,43481700,29.043974,29.65999984741211,3.6100006103515625,0.0
2013-01-17,30.079999923706055,30.420000076293945,30.030000686645508,30.139999389648438,30.139999389648438,40256700,32.11235,28.549999237060547,-1.5900001525878906,0.0
2013-01-18,30.309999465942383,30.440000534057617,29.270000457763672,29.65999984741211,29.65999984741211,49631500,32.658855,28.260000228881836,-1.3999996185302734,0.0
2013-01-22,29.75,30.889999389648438,29.739999771118164,30.729999542236328,30.729999542236328,55243300,32.973022,27.3700008392334,-3.3599987030029297,0.0
2013-01-28,31.8799991607666,32.5099983215332,31.809999465942383,32.470001220703125,32.470001220703125,59682500,33.925583,28.930000305175778,-3.5400009155273473,0.0
2013-02-01,31.010000228881836,31.020000457763672,29.6299991607666,29.729999542236328,29.729999542236328,85856700,30.423338,27.270000457763672,-2.4599990844726562,0.0
2013-02-04,29.059999465942383,29.200000762939453,28.010000228881836,28.110000610351562,28.110000610351562,92362200,29.881561,27.389999389648434,-0.7200012207031286,0.0
2013-02-20,28.920000076293945,29.049999237060547,28.329999923706055,28.459999084472656,28.459999084472656,42098200,30.427197,27.07999992370606,-1.379999160766598,0.0
2013-02-27,27.34000015258789,27.34000015258789,26.6299991607666,26.8700008392334,26.8700008392334,44319700,29.23787,25.860000610351562,-1.010000228881836,0.0
2013-03-08,28.43000030517578,28.469999313354492,27.729999542236328,27.959999084472656,27.959999084472656,44198900,29.433672,25.53000068664551,-2.429998397827145,0.0
2013-03-21,25.65999984741211,26.110000610351562,25.559999465942383,25.739999771118164,25.739999771118164,24336100,27.765585,27.399999618530277,1.659999847412113,0.0
2013-04-09,26.579999923706055,26.889999389648438,26.420000076293945,26.59000015258789,26.59000015258789,21311100,28.388056,27.770000457763675,1.1800003051757848,0.0
2013-04-16,26.809999465942383,27.110000610351562,26.399999618530273,26.920000076293945,26.920000076293945,27365900,29.523502,26.889999389648438,-0.030000686645507812,0.0
2013-05-09,27.079999923706055,27.549999237060547,26.850000381469727,27.040000915527344,27.040000915527344,33457200,29.412867,24.350000381469727,-2.690000534057617,0.0
2013-05-15,26.920000076293945,26.989999771118164,26.399999618530273,26.600000381469727,26.600000381469727,30299800,28.884424,22.96999931335449,-3.630001068115238,0.0
2013-05-23,24.799999237060547,25.530000686645508,24.770000457763672,25.059999465942383,25.059999465942383,37663100,26.62639,23.6299991607666,-1.4300003051757812,0.0
2013-06-07,23.030000686645508,23.399999618530273,22.860000610351562,23.290000915527344,23.290000915527344,38699200,24.825113,24.8799991607666,1.5899982452392578,0.0
2013-06-10,24.059999465942383,24.600000381469727,23.989999771118164,24.329999923706055,24.329999923706055,58393000,24.791613,24.809999465942383,0.4799995422363281,0.0
2013-06-25,24.139999389648438,24.43000030517578,24.040000915527344,24.25,24.25,24713200,25.817432,26.649999618530277,2.399999618530277,0.0
