Date,Open,High,Low,Close,Adj Close,Volume,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2012-08-13,22.149999618530273,22.450000762939453,21.399999618530273,21.600000381469727,21.600000381469727,24973100,21.113247,17.729999542236328,0.0,3.8700008392333984
2012-08-22,19.360000610351562,19.530000686645508,18.959999084472656,19.440000534057617,19.440000534057617,49892200,17.067965,20.709999084472656,0.0,-1.269998550415039
2012-08-24,19.520000457763672,19.68000030517578,19.25,19.40999984741211,19.40999984741211,29622200,17.506254,21.520000457763672,0.0,-2.1100006103515625
2012-09-10,19.059999465942383,19.200000762939453,18.549999237060547,18.809999465942383,18.809999465942383,24797800,18.605747,21.989999771118164,0.0,-3.1800003051757812
2012-09-12,20.760000228881836,21.15999984741211,20.280000686645508,20.93000030517578,20.93000030517578,121584000,18.47471,21.829999923706055,0.0,-0.8999996185302734
2012-09-13,20.959999084472656,21.479999542236328,20.610000610351562,20.709999084472656,20.709999084472656,65041600,18.458164,21.950000762939453,0.0,-1.2400016784667969
2012-10-01,22.079999923706055,22.59000015258789,21.729999542236328,21.989999771118164,21.989999771118164,51262700,20.819414,19.31999969482422,0.0,2.6700000762939453
2012-10-03,22.299999237060547,22.489999771118164,21.799999237060547,21.829999923706055,21.829999923706055,32000100,21.410406,23.229999542236328,0.0,-1.3999996185302734
2012-10-09,20.389999389648438,20.549999237060547,19.969999313354492,20.229999542236328,20.229999542236328,27161800,21.569214,21.209999084472656,0.9799995422363281,0.0
2012-10-10,19.93000030517578,19.940000534057617,19.450000762939453,19.639999389648438,19.639999389648438,39321800,21.295769,21.18000030517578,1.5400009155273438,0.0
2012-10-19,19.0,19.059999465942383,18.799999237060547,19.0,19.0,34835000,19.852448,19.860000610351562,0.8600006103515625,0.0
2012-11-14,20.100000381469727,22.5,19.93000030517578,22.360000610351562,22.360000610351562,229751000,19.054134,26.969999313354496,0.0,-4.609998703002933
2012-11-15,22.34000015258789,22.5,21.649999618530273,22.170000076293945,22.170000076293945,78857700,18.391775,27.489999771118164,0.0,-5.319999694824219
2012-12-14,28.18000030517578,28.329999923706055,26.760000228881836,26.809999465942383,26.809999465942383,91631600,27.168274,29.059999465942383,2.25,0.0
2012-12-20,27.489999771118164,27.600000381469727,27.1299991607666,27.360000610351562,27.360000610351562,35574800,26.846907,30.950000762939453,0.0,-3.5900001525878906
2012-12-26,27.030000686645508,27.18000030517578,26.3799991607666,26.510000228881836,26.510000228881836,33175400,27.07014,30.139999389648438,3.6299991607666016,0.0
2012-12-27,26.549999237060547,26.799999237060547,25.520000457763672,26.049999237060547,26.049999237060547,43481700,27.092037,29.65999984741211,3.6100006103515625,0.0
2013-01-17,30.079999923706055,30.420000076293945,30.030000686645508,30.139999389648438,30.139999389648438,40256700,27.913315,28.549999237060547,0.0,1.5900001525878906
2013-01-18,30.309999465942383,30.440000534057617,29.270000457763672,29.65999984741211,29.65999984741211,49631500,28.247473,28.260000228881836,0.0,1.3999996185302734
2013-01-22,29.75,30.889999389648438,29.739999771118164,30.729999542236328,30.729999542236328,55243300,28.673805,27.3700008392334,0.0,3.3599987030029297
2013-01-28,31.8799991607666,32.5099983215332,31.809999465942383,32.470001220703125,32.470001220703125,59682500,30.940975,28.930000305175778,0.0,3.5400009155273473
2013-02-01,31.010000228881836,31.020000457763672,29.6299991607666,29.729999542236328,29.729999542236328,85856700,29.346565,27.270000457763672,0.0,2.4599990844726562
2013-02-04,29.059999465942383,29.200000762939453,28.010000228881836,28.110000610351562,28.110000610351562,92362200,28.468468,27.389999389648434,-0.7200012207031286,0.0
2013-02-20,28.920000076293945,29.049999237060547,28.329999923706055,28.459999084472656,28.459999084472656,42098200,28.551304,27.07999992370606,-1.379999160766598,0.0
2013-02-27,27.34000015258789,27.34000015258789,26.6299991607666,26.8700008392334,26.8700008392334,44319700,28.08888,25.860000610351562,-1.010000228881836,0.0
2013-03-08,28.43000030517578,28.469999313354492,27.729999542236328,27.959999084472656,27.959999084472656,44198900,27.522074,25.53000068664551,0.0,2.429998397827145
2013-03-21,25.65999984741211,26.110000610351562,25.559999465942383,25.739999771118164,25.739999771118164,24336100,27.41065,27.399999618530277,1.659999847412113,0.0
2013-04-09,26.579999923706055,26.889999389648438,26.420000076293945,26.59000015258789,26.59000015258789,21311100,26.197016,27.770000457763675,0.0,-1.1800003051757848
2013-04-16,26.809999465942383,27.110000610351562,26.399999618530273,26.920000076293945,26.920000076293945,27365900,27.718662,26.889999389648438,-0.030000686645507812,0.0
2013-05-09,27.079999923706055,27.549999237060547,26.850000381469727,27.040000915527344,27.040000915527344,33457200,27.212572,24.350000381469727,-2.690000534057617,0.0
2013-05-15,26.920000076293945,26.989999771118164,26.399999618530273,26.600000381469727,26.600000381469727,30299800,27.627378,22.96999931335449,-3.630001068115238,0.0
2013-05-23,24.799999237060547,25.530000686645508,24.770000457763672,25.059999465942383,25.059999465942383,37663100,26.43139,23.6299991607666,-1.4300003051757812,0.0
2013-06-10,24.059999465942383,24.600000381469727,23.989999771118164,24.329999923706055,24.329999923706055,58393000,23.314058,24.809999465942383,0.0,-0.4799995422363281
2013-06-21,24.59000015258789,24.700000762939453,24.049999237060547,24.530000686645508,24.530000686645508,45833900,24.525629,26.28000068664551,0.0,-1.7500000000000036
2013-06-25,24.139999389648438,24.43000030517578,24.040000915527344,24.25,24.25,24713200,24.466423,26.649999618530277,2.399999618530277,0.0
2013-07-10,25.579999923706055,25.829999923706055,25.469999313354492,25.799999237060547,25.799999237060547,26721800,25.734138,36.79999923706055,0.0,-11.0
2013-07-16,26.389999389648438,26.75,26.010000228881836,26.31999969482422,26.31999969482422,30817600,26.760984,38.54999923706055,12.229999542236328,0.0
2013-07-19,25.81999969482422,26.110000610351562,25.600000381469727,25.8799991607666,25.8799991607666,46539700,27.120636,38.5,12.620000839233398,0.0
2013-07-22,25.989999771118164,26.1299991607666,25.719999313354492,26.049999237060547,26.049999237060547,27526300,27.031942,38.220001220703125,12.170001983642578,0.0
2013-07-23,26.100000381469727,26.299999237060547,25.969999313354492,26.1299991607666,26.1299991607666,28221600,26.959454,37.02000045776367,10.89000129699707,0.0
2013-07-26,33.77000045776367,34.72999954223633,33.560001373291016,34.0099983215332,34.0099983215332,136028900,25.245155,37.08000183105469,0.0,-3.0700035095214844
2013-07-31,37.959999084472656,38.310001373291016,36.33000183105469,36.79999923706055,36.79999923706055,154828700,27.254343,38.31999969482422,0.0,-1.5200004577636719
2013-08-08,39.130001068115234,39.189998626708984,38.43000030517578,38.540000915527344,38.540000915527344,41301000,36.86058,41.279998779296875,0.0,-2.7399978637695312
2013-08-22,38.369998931884766,38.75,38.34000015258789,38.54999923706055,38.54999923706055,21931200,38.690342,44.310001373291016,5.760002136230469,0.0
2013-08-27,40.68000030517578,41.20000076293945,39.41999816894531,39.63999938964844,39.63999938964844,72695100,39.144764,45.22999954223633,0.0,-5.590000152587891
2013-08-28,39.959999084472656,40.849998474121094,39.880001068115234,40.54999923706055,40.54999923706055,57918200,39.329456,45.97999954223633,0.0,-5.430000305175781
2013-09-05,41.790000915527344,42.77000045776367,41.77000045776367,42.65999984741211,42.65999984741211,50035400,41.527733,50.38999938964844,0.0,-7.729999542236328
2013-09-06,43.09000015258789,44.61000061035156,42.400001525878906,43.95000076293945,43.95000076293945,117535700,41.769085,51.2400016784668,0.0,-7.290000915527344
2013-09-18,44.84000015258789,45.470001220703125,44.400001525878906,45.22999954223633,45.22999954223633,79317000,43.84022,46.77000045776367,0.0,-1.5400009155273438
2013-09-26,50.0099983215332,50.599998474121094,49.5,50.38999938964844,50.38999938964844,98220100,45.901173,52.209999084472656,0.0,-1.8199996948242188
2013-09-27,50.290000915527344,51.279998779296875,49.86000061035156,51.2400016784668,51.2400016784668,81410500,46.71226,54.220001220703125,0.0,-2.979999542236328
2013-10-01,49.970001220703125,51.029998779296875,49.45000076293945,50.41999816894531,50.41999816894531,98114000,47.946865,52.68000030517578,0.0,-2.2600021362304688
2013-10-15,49.9900016784668,51.0,49.18000030517578,49.5,49.5,81167000,47.78625,50.11000061035156,0.0,-0.6100006103515625
2013-10-17,51.119998931884766,52.220001220703125,50.95000076293945,52.209999084472656,52.209999084472656,71522000,48.942688,47.56000137329102,0.0,4.6499977111816335
2013-10-28,51.540000915527344,51.70000076293945,49.61000061035156,50.22999954223633,50.22999954223633,73472000,53.119137,45.83000183105469,-4.399997711181641,0.0
2013-10-31,47.15999984741211,52.0,46.5,50.209999084472656,50.209999084472656,248809000,49.591263,46.70000076293946,0.0,3.509998321533196
2013-11-07,49.2400016784668,49.869998931884766,47.29999923706055,47.560001373291016,47.560001373291016,97128000,47.134495,47.0099983215332,0.0,0.5500030517578125
2013-11-15,49.11000061035156,49.47999954223633,48.709999084472656,49.0099983215332,49.0099983215332,42453000,47.45026,48.8400001525879,0.0,0.1699981689453054
2013-12-03,46.75,47.20000076293945,46.290000915527344,46.72999954223633,46.72999954223633,32086000,47.19193,57.959999084472656,11.229999542236328,0.0
2013-12-11,50.54999923706055,50.77000045776367,49.0099983215332,49.380001068115234,49.380001068115234,65776000,49.365307,54.56000137329101,0.0,-5.180000305175774
2013-12-18,54.86000061035156,55.88999938964844,53.75,55.56999969482422,55.56999969482422,76003000,51.99644,57.939998626708984,0.0,-2.3699989318847656
2013-12-23,55.5,58.31999969482422,55.45000076293945,57.77000045776367,57.77000045776367,98297000,52.30712,57.599998474121094,0.0,0.17000198364257812
2014-01-15,57.97999954223633,58.56999969482422,57.27000045776367,57.599998474121094,57.599998474121094,33663400,58.28871,62.15999984741211,4.560001373291016,0.0
2014-01-21,56.599998474121094,58.58000183105469,56.5,58.5099983215332,58.5099983215332,48669200,58.91316,64.8499984741211,6.340000152587891,0.0
2014-01-29,54.61000061035156,54.95000076293945,53.189998626708984,53.529998779296875,53.529998779296875,92995600,56.030994,69.62999725341797,16.099998474121094,0.0
2014-01-30,62.119998931884766,62.5,60.459999084472656,61.08000183105469,61.08000183105469,150178900,55.751583,68.58999633789062,0.0,-7.5099945068359375
2014-02-04,62.04999923706055,63.13999938964844,61.81999969482422,62.75,62.75,45985500,58.25705,69.26000213623047,0.0,-6.510002136230469
2014-02-12,64.91999816894531,65.05999755859375,64.05000305175781,64.44999694824219,64.44999694824219,47282100,64.702225,70.83999633789062,6.3899993896484375,0.0
2014-02-13,64.18000030517578,67.33000183105469,64.05000305175781,67.33000183105469,67.33000183105469,61911700,65.41568,69.80000305175781,0.0,-2.470001220703125
2014-02-19,67.05000305175781,69.08000183105469,67.0,68.05999755859375,68.05999755859375,62087100,67.725815,70.87999725341797,0.0,-2.8199996948242188
2014-02-27,69.33999633789062,70.01000213623047,68.87000274658203,68.94000244140625,68.94000244140625,41653700,70.03626,66.97000122070312,-1.970001220703125,0.0
2014-02-28,69.47000122070312,69.87999725341797,67.37999725341797,68.45999908447266,68.45999908447266,66783700,70.24755,67.23999786376953,-1.220001220703125,0.0
2014-03-03,66.95999908447266,68.05000305175781,66.51000213623047,67.41000366210938,67.41000366210938,56824100,70.13933,64.0999984741211,-3.3100051879882812,0.0
2014-03-04,68.66000366210938,68.9000015258789,67.62000274658203,68.80000305175781,68.80000305175781,42013500,70.09846,64.88999938964844,-3.910003662109375,0.0
2014-03-06,71.87999725341797,71.88999938964844,70.25,70.83999633789062,70.83999633789062,46026500,70.58941,60.970001220703125,0.0,9.8699951171875
2014-03-07,71.08000183105469,71.18000030517578,69.47000122070312,69.80000305175781,69.80000305175781,38927000,71.009575,60.0099983215332,-9.79000473022461,0.0
2014-03-28,61.34000015258789,61.95000076293945,59.34000015258789,60.0099983215332,60.0099983215332,67052000,63.449326,61.2400016784668,1.2300033569335938,0.0
2014-04-08,57.68000030517578,58.709999084472656,57.16999816894531,58.189998626708984,58.189998626708984,78836000,58.3392,59.779998779296875,1.5900001525878906,0.0
2014-04-16,59.790000915527344,60.189998626708984,57.7400016784668,59.720001220703125,59.720001220703125,78774000,57.705215,56.7599983215332,0.0,2.960002899169922
2014-04-21,59.459999084472656,61.2400016784668,59.150001525878906,61.2400016784668,61.2400016784668,60364000,58.30064,59.83000183105468,0.0,1.4099998474121165
2014-04-23,63.45000076293945,63.47999954223633,61.2599983215332,61.36000061035156,61.36000061035156,95908700,59.966393,59.22999954223633,0.0,2.1300010681152344
2014-04-24,63.599998474121094,63.650001525878906,59.77000045776367,60.869998931884766,60.869998931884766,138769000,60.284515,57.91999816894531,0.0,2.950000762939453
2014-04-25,59.970001220703125,60.0099983215332,57.56999969482422,57.709999084472656,57.709999084472656,92502000,60.12865,58.02000045776367,0.3100013732910156,0.0
2014-04-30,57.58000183105469,59.849998474121094,57.15999984741211,59.779998779296875,59.779998779296875,76093000,58.25295,60.490001678466804,0.0,-0.710002899169929
2014-05-09,56.849998474121094,57.650001525878906,56.380001068115234,57.2400016784668,57.2400016784668,52584000,59.47955,63.08000183105468,5.8400001525878835,0.0
2014-05-16,58.310001373291016,58.45000076293945,57.310001373291016,58.02000045776367,58.02000045776367,47933000,59.97533,62.88000106811524,4.86000061035157,0.0
2014-05-19,57.88999938964844,59.560001373291016,57.56999969482422,59.209999084472656,59.209999084472656,43034000,59.98275,65.7699966430664,6.55999755859375,0.0
2014-05-23,60.40999984741211,61.45000076293945,60.150001525878906,61.349998474121094,61.349998474121094,38294000,60.6976,64.19000244140625,0.0,-2.8400039672851562
2014-06-09,62.400001525878906,63.34000015258789,61.790000915527344,62.880001068115234,62.880001068115234,37617000,65.0066,67.29000091552734,4.409999847412109,0.0
2014-06-13,64.69999694824219,64.97000122070312,63.83000183105469,64.5,64.5,29419000,65.72422,65.29000091552734,0.7900009155273438,0.0
2014-07-01,67.58000183105469,68.44000244140625,67.38999938964844,68.05999755859375,68.05999755859375,33243000,68.58199,71.29000091552734,3.2300033569335938,0.0
2014-07-07,66.30000305175781,66.56999969482422,65.12000274658203,65.29000091552734,65.29000091552734,28745000,69.07404,74.91999816894531,9.629997253417969,0.0
2014-07-30,74.20999908447266,75.19000244140625,74.12999725341797,74.68000030517578,74.68000030517578,36853000,74.70191,74.80999755859375,0.12999725341796875,0.0
2014-08-07,73.0,74.0,72.69999694824219,73.16999816894531,73.16999816894531,38141000,75.58674,73.86000061035156,0.69000244140625,0.0
2014-08-11,73.45999908447266,73.91000366210938,73.05999755859375,73.44000244140625,73.44000244140625,24591000,75.69685,76.68000030517578,3.2399978637695312,0.0
2014-08-15,74.31999969482422,74.6500015258789,73.0,73.62999725341797,73.62999725341797,38846600,76.13563,77.88999938964844,4.260002136230469,0.0
2014-08-18,74.0,74.72000122070312,73.95999908447266,74.58999633789062,74.58999633789062,23974000,76.3183,76.66999816894531,2.0800018310546875,0.0
2014-08-28,74.0,74.43000030517578,73.7300033569336,73.86000061035156,73.86000061035156,21947000,77.67551,77.91000366210938,4.0500030517578125,0.0
2014-09-03,77.13999938964844,77.4800033569336,75.5999984741211,75.83000183105469,75.83000183105469,32389000,77.725006,78.54000091552734,2.7099990844726562,0.0
2014-09-11,77.12999725341797,78.36000061035156,77.05000305175781,77.91999816894531,77.91999816894531,32219000,79.440445,77.08000183105469,-0.839996337890625,0.0
2014-09-16,73.5199966430664,76.2300033569336,73.06999969482422,76.08000183105469,76.08000183105469,37742000,79.10381,76.29000091552734,0.20999908447265625,0.0
2014-10-07,77.05000305175781,77.94999694824219,76.23999786376953,76.29000091552734,76.29000091552734,25317000,80.01125,80.7699966430664,4.4799957275390625,0.0
2014-10-09,77.27999877929688,77.76000213623047,75.8499984741211,75.91000366210938,75.91000366210938,32487000,79.708176,74.11000061035156,-1.8000030517578125,0.0
2014-10-20,75.5999984741211,77.08999633789062,75.37999725341797,76.94999694824219,76.94999694824219,34701000,74.93679,75.0,0.0,1.9499969482421875
2014-10-21,77.55999755859375,78.73999786376953,77.1500015258789,78.69000244140625,78.69000244140625,32252000,75.60125,74.61000061035156,0.0,4.0800018310546875
2014-10-22,78.81999969482422,79.8499984741211,78.01000213623047,78.37000274658203,78.37000274658203,41862000,76.57732,74.72000122070312,0.0,3.6500015258789062
2014-10-29,75.44999694824219,76.87999725341797,74.77999877929688,75.86000061035156,75.86000061035156,106120000,80.62847,73.33000183105469,-2.529998779296875,0.0
2014-11-17,74.87999725341797,75.66000366210938,73.87999725341797,74.23999786376953,74.23999786376953,28701200,77.61879,76.83999633789062,2.5999984741210938,0.0
2014-12-03,75.37999725341797,75.7300033569336,74.4000015258789,74.87999725341797,74.87999725341797,16689900,78.53471,80.7699966430664,5.8899993896484375,0.0
2014-12-23,82.0199966430664,82.16999816894531,80.4000015258789,80.61000061035156,80.61000061035156,19865800,80.83619,74.05000305175781,-6.55999755859375,0.0
2014-12-24,81.02999877929688,81.43000030517578,80.75,80.7699966430664,80.7699966430664,7685500,81.751305,75.18000030517578,-5.589996337890625,0.0
2014-12-29,80.48999786376953,80.95999908447266,79.70999908447266,80.0199966430664,80.0199966430664,14134700,83.20528,76.73999786376953,-3.279998779296875,0.0
